"originalNames","standardNames","filename","sheetname","skippedRows","releasedate"
"Date of report","date of report","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"Sex","sex","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"Age group","age group","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"DHB","dhb","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"Overseas travel","international travel","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"Last country before return","last country before return","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"Flight number","flight number","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"Flight departure date","flight departure date","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"Arrival date","arrival date","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"caseType","casetype","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"datasource","datasource","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"releaseDate","releasedate","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Confirmed",3,2020-04-17
"Date of report","date of report","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"Sex","sex","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"Age group","age group","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"DHB","dhb","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"Overseas travel","international travel","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"Last country before return","last country before return","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"Flight number","flight number","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"Flight departure date","flight departure date","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"Arrival date","arrival date","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"caseType","casetype","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"datasource","datasource","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
"releaseDate","releasedate","data/moh/caselists/raw/covid-19-case-list-17-april-2020.xlsx","Probable",3,2020-04-17
