"originalNames","standardNames","filename","sheetname","skippedRows","releasedate"
"Date of report","date of report","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"Sex","sex","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"Age group","age group","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"DHB","dhb","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"International travel","international travel","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"Last country before return","last country before return","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"Flight number","flight number","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"Flight departure date","flight departure date","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"Arrival date","arrival date","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"caseType","casetype","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"datasource","datasource","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"releaseDate","releasedate","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Confirmed",3,2020-04-16
"Date of report","date of report","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"Sex","sex","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"Age group","age group","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"DHB","dhb","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"International travel","international travel","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"Last country before return","last country before return","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"Flight number","flight number","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"Flight departure date","flight departure date","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"Arrival date","arrival date","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"caseType","casetype","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"datasource","datasource","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
"releaseDate","releasedate","data/moh/caselists/raw/covid-case_list-16-april.xlsx","Probable",3,2020-04-16
