"originalNames","standardNames","filename","sheetname","skippedRows","releasedate"
"Date of report","date of report","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"Sex","sex","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"Age group","age group","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"DHB","dhb","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"International travel","international travel","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"Last country before return","last country before return","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"Flight number","flight number","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"Flight departure date","flight departure date","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"Arrival date","arrival date","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"caseType","casetype","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"datasource","datasource","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"releaseDate","releasedate","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Confirmed",3,2020-04-04
"Date of report","date of report","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"Sex","sex","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"Age group","age group","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"DHB","dhb","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"International travel","international travel","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"Last country before return","last country before return","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"Flight number","flight number","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"Flight departure date","flight departure date","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"Arrival date","arrival date","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"caseType","casetype","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"datasource","datasource","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
"releaseDate","releasedate","data/moh/caselists/raw/covid-19-case-details-update-4-april-2020.xlsx","Probable",3,2020-04-04
