"originalNames","standardNames","filename","sheetname","skippedRows","releasedate"
"Date of report","date of report","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"Sex","sex","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"Age group","age group","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"DHB","dhb","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"International travel","international travel","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"Last country before return","last country before return","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"Flight number","flight number","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"Flight departure date","flight departure date","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"Arrival date","arrival date","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"caseType","casetype","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"datasource","datasource","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"releaseDate","releasedate","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Confirmed",3,2020-03-31
"Date of report","date of report","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"Sex","sex","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"Age group","age group","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"DHB","dhb","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"International travel","international travel","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"Last country before return","last country before return","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"Flight number","flight number","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"Flight departure date","flight departure date","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"Arrival date","arrival date","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"caseType","casetype","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"datasource","datasource","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
"releaseDate","releasedate","data/moh/caselists/raw/covidcase_list_31_mar_2020_for_web_-_updated.xlsx","Probable",3,2020-03-31
