"originalNames","standardNames","filename","sheetname","skippedRows","releasedate"
"Date of report","date of report","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"Sex","sex","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"Age group","age group","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"DHB","dhb","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"International travel","international travel","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"Last country before return","last country before return","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"Flight number","flight number","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"Flight departure date","flight departure date","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"Arrival date","arrival date","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"caseType","casetype","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"datasource","datasource","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"releaseDate","releasedate","data/moh/caselists/raw/covid-caselist-14april.xlsx","Confirmed",3,2020-04-14
"Date of report","date of report","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"Sex","sex","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"Age group","age group","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"DHB","dhb","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"International travel","international travel","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"Last country before return","last country before return","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"Flight number","flight number","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"Flight departure date","flight departure date","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"Arrival date","arrival date","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"caseType","casetype","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"datasource","datasource","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
"releaseDate","releasedate","data/moh/caselists/raw/covid-caselist-14april.xlsx","Probable",3,2020-04-14
